full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
We'd like to extend a warm welcome to the Baby Solana team from all of us here at #Pinksale. At Pinksale we focus on supporting projects for continued growth post launch success is inevitable. Check them out below: https://t.co/T1RE3p8np8 #BSC #BNB #BTC https://t.co/8FJyGDfoFJ,1.75E+31,2024-02-01 23:39:52+00:00,pinkecosystem,1.39E+31,en,NaN,1,21,1,16,https://x.com/pinkecosystem/status/1753201529685770316,,0,pinkecosystem,
In the desert camp sleeping with this cookie ️ Have a good pump ️ #Coreum #Solo #XRP #BTC #eth #BNB https://t.co/zs8clI9Ips,1.75E+31,2024-02-01 23:33:11+00:00,Camel_King_Dude,228365293.0,en,Kingdom of Saudi Arabia,0,0,0,16,https://x.com/Camel_King_Dude/status/1753199847329464334,,0,Camel_King_Dude,
In the #NFT market scammers can hide wallet drainers in an NFT to scam users. Hidden wash trades could tarnish your #NFTcollections. Look out for safety and security on your investments with @bitsCrunch #UnleashNFTs #bb23 #MAFS #Solana #cryptonews #النصر_انترميامي #bnb https://t.co/Lgrmx2WxQU,1.75E+31,2024-02-01 23:29:20+00:00,Karannsharmaaa1,1.67E+31,en,NaN,0,7,0,3,https://x.com/Karannsharmaaa1/status/1753198879120752859,bitsCrunch,1,Karannsharmaaa1,bitsCrunch
ﾟ。 wts lfb ph .ᐟ 𓂃𓈒𓏸 bnb fine to refine compact powder ⤷ ₱ 250 shade 02 natural blossom burst payo / 1 wk w nrdp onhand &amp; mint condi reply or dm to claim 𖥻 ˚ ༘ ⋆ barenbliss skincare makeup preloved preowned,1.75E+31,2024-02-01 23:28:56+00:00,0912cartz,1.74E+31,en,🗑️/ off replies = sold,0,3,6,1,https://x.com/0912cartz/status/1753198780122603992,,0,0912cartz,
This girl really thought mfs was fuccin w her fat man at my bnb awe ,1.75E+30,2024-02-01 23:28:28+00:00,coriiidabraatt,1.73E+31,en,Somewhere w yo hoe ,0,0,0,0,https://x.com/coriiidabraatt/status/1753198662925045813,,0,coriiidabraatt,
$BSL today is like buying $BNB in 2018. Opportunity of a lifetime #Hedera $HBAR #BankSocial #BSL,1.75E+31,2024-02-01 23:28:18+00:00,Cryptonic_Bull,1.58E+31,en,UK,1,13,23,113,https://x.com/Cryptonic_Bull/status/1753198621992902722,,0,Cryptonic_Bull,
Good project I liked to learn the details and details also suggest you look at the market right now l to new technologies and ideas to this company I liked everything in this crypto world. #ApplePie #BNB #autoyield #pancakeswap #pinksale #staking,1.75E+31,2024-02-01 23:19:16+00:00,yunietil56,2953552973.0,en,NaN,0,0,0,0,https://x.com/yunietil56/status/1753196346746806619,,0,yunietil56,
This raffle is of monumental proportion.. look up the value of #GOLD specimen pieces and then tell me it s not worth it ! load up some #BNB and get some #RAFFLE tickets. @truegoldtoken always comes through!,1.75E+31,2024-02-01 23:18:28+00:00,cfultz84,263059432.0,en,"Delaware, USA",0,1,1,4,https://x.com/cfultz84/status/1753196145415709031,truegoldtoken,1,cfultz84,truegoldtoken
#Chromia has the potential to become a Top10 blockchain! The world's first Modular Relational Blockchain will change the game! $CHR #Web3 #LayerZero #cryptonews #Solana #web3 #bb23 #bnb #trending https://t.co/7w3a1CBrXi,1.75E+31,2024-02-01 23:18:05+00:00,Crypto_freak123,1.65E+31,en,NaN,0,3,4,25,https://x.com/Crypto_freak123/status/1753196050566070541,,0,Crypto_freak123,
$Coreum holders soon #Coreum #XRP #XRPL #btc #bnb #Crypto #blockchains #ISO20022 https://t.co/0A94eViK7O,1.75E+31,2024-02-01 23:13:35+00:00,Camel_King_Dude,228365293.0,en,Kingdom of Saudi Arabia,0,7,3,34,https://x.com/Camel_King_Dude/status/1753194915742286238,,0,Camel_King_Dude,
 #STCB JUST BURNED ITSELF!! Tnx: https://t.co/BnR9dZI89t #CommunityEngagement #CommunityFirst #Community #BNB #burn #Uniswap #pancakeswap #CryptoGems #CryptoNews #Crypto #SaitaChainCoin #ETH #SAITAMACOMMUNITY #SaitaChainWolfPack https://t.co/pCCezzOuvm,1.75E+31,2024-02-01 23:04:10+00:00,SaitaChain_Burn,1.54E+31,en,Wolfpack Coin Collection,0,29,17,20,https://x.com/SaitaChain_Burn/status/1753192548074439111,,0,SaitaChain_Burn,
This protocol boutta go crazy again 3rd supply shock in 3 years https://t.co/616zfiGk2H #crypto #btc #eth #bnb #100x https://t.co/XnYlEchZRu,1.75E+31,2024-02-01 23:00:01+00:00,ElephantStatus,1.39E+31,en,NaN,0,18,34,81,https://x.com/ElephantStatus/status/1753191500635119690,,0,ElephantStatus,
Full Technical Analysis: $BTC $ADA $SOL $BNB | Blue Chip ALT Coins DCA Retra... https://t.co/EXqgup8JHH https://t.co/CPPobBObfI,1.75E+31,2024-02-01 22:51:30+00:00,DeFiReb,1.55E+31,en,United States,0,1,0,0,https://x.com/DeFiReb/status/1753189358616670680,,0,DeFiReb,
 Puffer Chapter 1 is live! Binance Labs has invested in the project so there is a chance of Launchpool listing. You can collect 1000 points by participating. Link: https://t.co/0Qvwo78krv @puffer_finance #Airdrop #bnb #binance #okx #PufferFinance Read more https://t.co/149JMOhSEM,1.75E+31,2024-01-31 23:58:28+00:00,0xCryptoDG,144625718.0,en,"Dubai, United Arab Emirates",0,1,0,1,https://x.com/0xCryptoDG/status/1752843825402335678,puffer_finance,1,0xCryptoDG,puffer_finance
Check my air Bnb pics and videos online at https://t.co/hgKsu8DnZD The air Bnb is located in Central America you can look it up it s #ThirstyCoconut we just won a golden award and you can come visit. Let me know if you lease I will meet you in person and maybe I can give you a https://t.co/ES4kJjYt26,1.75E+31,2024-01-31 23:56:18+00:00,PlottPalmTrees,143122851.0,en, ∆Perfectional Practice†  ,0,0,0,0,https://x.com/PlottPalmTrees/status/1752843278255337911,,0,PlottPalmTrees,
HODL Hands NFTs are magic! Learn more over at https://t.co/qV7Gc2QDWo #HODL #HODLHands #HODLHand #NFT #NFTs #NFTstaking #NFTart #BSC #BNB $BNB #BinanceSmartChain #BNBchain #DeFi #Crypto,1.75E+30,2024-01-31 23:55:55+00:00,HODLHandsNFT,1.45E+31,en,HODLVERSE Inc,0,0,4,10,https://x.com/HODLHandsNFT/status/1752843184088993807,,0,HODLHandsNFT,
#DRIFE your partner in affordable journeys day and night. Ride affordably anytime @Drife_official #DRIFE #AffordableRides #staking #NoSurgePrice #digitalart #bnb https://t.co/WMrtrNzL1B,1.75E+31,2024-01-31 23:53:56+00:00,Crypto_freak123,1.65E+31,en,NaN,0,5,0,6,https://x.com/Crypto_freak123/status/1752842681276154168,Drife_official,1,Crypto_freak123,Drife_official
bnb party for all the single ones feb 14th ,1.75E+31,2024-01-31 23:52:28+00:00,babyface23_,8.10E+30,en,NaN,0,2,0,1,https://x.com/babyface23_/status/1752842315444461869,,0,babyface23_,
#Chromia opens up a world of possibilities by enabling the integration of custom logic into #NFT tokens This exceptional flexibility empowers companies and entities to create a format specifically tailored to their unique requirements and use cases.@Chromia #bnb #Solana #AI,1.75E+31,2024-01-31 23:43:41+00:00,david_aadams,1.64E+31,en,NaN,0,2,0,3,https://x.com/david_aadams/status/1752840102097952974,Chromia,1,david_aadams,Chromia
#Binance $bnb is trending $jfive should be trending too I want and WILL make $bnb great again!,1.75E+31,2024-01-31 23:41:34+00:00,jonnyfiveai,1.74E+31,en,NaN,0,0,3,3,https://x.com/jonnyfiveai/status/1752839570725474762,,0,jonnyfiveai,
 Hey #NootNation let's interact! If $NOOT was a superhero what superpower would it have? ‍️ Share your creative ideas below! Let's see how imaginative our community can be! Respond retweet and let's get the conversation rolling! #BNB #ETH @nootcoinbnb #memecoin https://t.co/pIpdBBaxpH,1.75E+30,2024-01-31 23:40:17+00:00,NewfieChic,22233127.0,en,"Newfoundland, Canada",0,2,1,5,https://x.com/NewfieChic/status/1752839246811975891,nootcoinbnb,1,NewfieChic,nootcoinbnb
Don't want your principal being converted when reached target price? Dual Investment Extra offers an extra safety range for buffer! Up to 180% APR https://t.co/EpyYlqdujS #Crypto #KuCoin $BTC $XRP $SOL $MATIC $LDO $ETH $DOGE $BNB $ADA $WLD $TON $TIA $SEI $ORDI $OP $MEME $ARB https://t.co/cCXnNJxEPk,1.75E+31,2024-01-31 23:36:00+00:00,HangXuanMinh1,1.26E+31,en,NaN,3,2,0,3,https://x.com/HangXuanMinh1/status/1752838168628314268,,0,HangXuanMinh1,
fuck around and just be me and 3 other people at my bnb for all i care.,1.75E+31,2024-01-31 23:31:00+00:00,maricashatoyria,1.59E+31,en,xho girl.,1,5,0,2,https://x.com/maricashatoyria/status/1752836909762593047,,0,maricashatoyria,
Finally The Multi-Million Dollar Air BnB Mansion In westmoreland with @D... https://t.co/zlL37qXqIW via @YouTube,1.75E+31,2024-01-31 23:29:33+00:00,fillagainb,38671143.0,en,"Lafayette, Louisiana",0,0,0,0,https://x.com/fillagainb/status/1752836548100345915,"D,YouTube",2,fillagainb,D
If you never bought $kas I would max bid between 0.80 and 0.90 It doesn t mean that it will go there but if it does fill up your bags $inj $sol $avax $bnb $btc,1.75E+31,2024-01-31 23:23:08+00:00,Klairz1,1.14E+31,en,NaN,1,1,0,2,https://x.com/Klairz1/status/1752834933368766502,,0,Klairz1,
ALTCOIN NEWS: Price analysis 1/31: BTC ETH BNB SOL XRP ADA AVAX DOGE DOT LINK | Tom Neway https://t.co/snriRYQ1Xg,1.75E+31,2024-01-31 23:11:54+00:00,Tom_Neway,1.50E+31,en,"New York, USA",0,0,0,0,https://x.com/Tom_Neway/status/1752832105757680016,,0,Tom_Neway,
$SOL $ETH $BNB MAY YOU SMILE AT YOUR WALLET THIS NEW MONTH. HAPPY NEW MONTH FROM US @CryptoMoonSh0ts . It's a month of love . https://t.co/4rpUkUSXAd,1.75E+31,2024-01-31 23:10:32+00:00,CryptoMoonSh0ts,2971320835.0,en,Global,0,1,0,3,https://x.com/CryptoMoonSh0ts/status/1752831760054845475,CryptoMoonSh0ts,1,CryptoMoonSh0ts,CryptoMoonSh0ts
 Big News: We've Reached 70 Filled BNB in Our Fair Launch on PinkSale! We're excited to announce that our fair launch on PinkSale is currently seeing a huge success with over 70 BNB filled! This achievement reflects the incredible support and trust from our community. https://t.co/jzHuswdYQH,1.75E+31,2024-01-31 23:09:04+00:00,PokeToads,1.68E+31,en,Pinksale,0,14,4,18,https://x.com/PokeToads/status/1752831393132863950,,0,PokeToads,
Crypto30 Index: 1371.87 It tracks the top 30 cryptos (excluding stablecoins and wraps) scaled down by 10B. #Crypto30 #BTC #ETH #BNB #SOL #XRP #ADA #AVAX #DOGE #TRX #DOT https://t.co/stY1oDchAc,1.75E+31,2024-01-31 23:06:12+00:00,Crypto30_index,8.83E+30,en,El Salvador,0,0,0,0,https://x.com/Crypto30_index/status/1752830671910060417,,0,Crypto30_index,
TRENDING $WHEN (BNB Chain) Trending $WHEN HKDEFI # DEXSCREENER: Trending # Dexview: Trending # Moontok: Trending # BUYTECH: Trending # Bubblebuybot: Trending # Avedex: https://t.co/ZPDz8a1AE0,1.75E+31,2024-01-31 23:04:50+00:00,when_x1000,1.75E+31,en,NaN,0,7,5,32,https://x.com/when_x1000/status/1752830325846131159,,0,when_x1000,
#AUCTIONUSDT KEEPS MAKING MORE PROFITS. DON'T WAY TILL YOU GET #LIQUIDATED JOIN US NOW!!! #TIA #CKB #KEY #BNB #WLD #MAV #NEAR #BAR #TKO #MAGIC #FXS #SUPER #ALT #FIS #API3 #NFP #ACE #AI #XAI #MANTA #ETH #YGG #FOMC #ENJ #BTC #AFN #AGIX #ADA #CRYPTO #SOL #WOO #TRADES #BLZ #XRPUSDT https://t.co/7pDwniHL5v,1.75E+31,2024-01-31 22:58:48+00:00,cryptosignalsIN,1.70E+31,en,"Scotland, United Kingdom",0,0,0,1,https://x.com/cryptosignalsIN/status/1752828808837710272,,0,cryptosignalsIN,
Calling all #VegasInu &amp; #VoltInu fam! The Volted MegaSpace is about to take off &amp; the VegasInu HighRollers are bringing you LIVE coverage at 6PM EST! @VegasInuToken @DecemberDeMarco @RicoMoneyBags #HighRollers #Crypto #WatchUsWork #ShibArmy #BNB https://t.co/Rse58bLBdh,1.75E+31,2024-01-31 22:52:58+00:00,HighRollersLive,174036402.0,en,USA,1,4,3,7,https://x.com/HighRollersLive/status/1752827340399288705,"VegasInuToken,DecemberDeMarco,RicoMoneyBags",3,HighRollersLive,VegasInuToken
The first big crypto exchange was: #Bittrex The big crypto exchange now is #Binance $BNB The next exchange who is regulated!! Is $LCX and has spoken on the #WorldEconomicForum The price is at $0 31 don't be to late. Remember the journey of #BNB $btc $eth $xrp $sol $matic $ada,1.75E+31,2024-01-31 22:41:32+00:00,CryptoJE,8.98E+30,en,NaN,0,2,0,6,https://x.com/CryptoJE/status/1752824463253459275,,0,CryptoJE,
Some really STRONG HODL Hands NFTs flying out of the minting machine tonight! REMEMBER - until this Sunday at midnight get 0.1 BNB worth of $HODL token for free with every HODL Hand NFT you buy! https://t.co/qV7Gc2QDWo #HODL $HODL #HODLHands #HODLHand #NFT #NFTs,1.75E+31,2024-01-30 23:43:30+00:00,HODLHandsNFT,1.45E+31,en,HODLVERSE Inc,0,1,2,12,https://x.com/HODLHandsNFT/status/1752477670833631708,,0,HODLHandsNFT,
Local havin an uni bracket today and I got 1 bnb we fishing tonight,1.75E+31,2024-01-30 23:37:17+00:00,Derpy720,1.12E+31,en,In a tunnel,1,2,0,4,https://x.com/Derpy720/status/1752476106056167565,,0,Derpy720,
I will send 1 BNB to a random holder of our token: https://t.co/hijNOhQ9rQ To become a holder: 1⃣ Get free tokens here: https://t.co/Fm2jdR1I0L 2⃣ Verify by replying with your wallet address. 3⃣ Follow - RT - Like this tweet. Terms: Reach 300 holders+ (if you are already a,1.75E+31,2024-01-30 23:35:33+00:00,dbdcio,1.60E+31,en,NaN,0,13,7,9,https://x.com/dbdcio/status/1752475667877232720,,0,dbdcio,
Top 3 Bearish Sentiment Cryptos: CROWD $GME $BNB $RUNE Check out sentiment and other crypto stats at https://t.co/HQDyBNuzek #crypto #cryptotrading #CryptoX,1.75E+31,2024-01-30 23:35:03+00:00,MarketProphit,1.42E+31,en,NaN,0,0,0,0,https://x.com/MarketProphit/status/1752475543495217506,,0,MarketProphit,
Catch us on Spaces tomorrow! We re talking about the new exciting NFT GIVEAWAY that was just announced And we re giving away 1 nft live during the Space. Don t miss it. #bnb #btc #eth #nft #NFTGiveaways #yield #utilitynft https://t.co/2ko8lpAIQH,1.75E+31,2024-01-30 23:32:45+00:00,ElephantStatus,1.39E+31,en,NaN,0,6,22,50,https://x.com/ElephantStatus/status/1752474965209756108,,0,ElephantStatus,
Wts. Liptint BNB Shade 01 &amp; 04 NEW! Jatim Xtra Gratong ️ https://t.co/Bfx3LxsIoc #zonauang #zonaba wtb liptint barenbliss lip product produk https://t.co/fVqfdxK6wm,1.75E+31,2024-01-30 23:29:54+00:00,singularitdy,9.06E+30,en,NaN,0,2,0,0,https://x.com/singularitdy/status/1752474247728177261,,0,singularitdy,
Don't miss the $BNB Train.. Expecting New All time High in Q2..️ #Crypto #BNB #Binance,1.75E+31,2024-01-30 23:00:03+00:00,AhadArif11,8.49E+29,en,"Lahore, Pakistan",0,0,0,1,https://x.com/AhadArif11/status/1752466733997203646,,0,AhadArif11,
Witness the astonishing $10k to $100k journey! https://t.co/CKZd8ZV1rh $BTC $BONK $SOL $AVAX $WLD $TIA $RATS $ICP $ORDI $ETH $ADA $BNB $DOGE $SATS $INJ $JTO $SHIB $RNDR $RUNE $WOO $DYDX $OSMO $AR $FIL $BTT $cfx https://t.co/YhC3iySyho,1.75E+31,2024-01-29 23:58:01+00:00,Leroux94310,7.82E+30,en,France,0,0,0,0,https://x.com/Leroux94310/status/1752118935498236134,,0,Leroux94310,
The goal is to be TOP #AI #meme $jfive #goku variant agrees! $bnb $btc $eth $sol $avax https://t.co/rIj2IQn1DX #jonny5 https://t.co/E7u56QWgjc,1.75E+31,2024-01-29 23:48:57+00:00,jonnyfiveai,1.74E+31,en,NaN,0,0,2,2,https://x.com/jonnyfiveai/status/1752116653016420513,,0,jonnyfiveai,
Community Rewards Secret Utilities Halving/20yearLock Supply Shock #memes memes and more memes Making $bnb great again! https://t.co/rIj2IQn1DX https://t.co/O2neEsbRyl,1.75E+31,2024-01-29 23:47:05+00:00,jonnyfiveai,1.74E+31,en,NaN,0,0,2,2,https://x.com/jonnyfiveai/status/1752116181924798492,,0,jonnyfiveai,
Big things are happening in the crypto world! The combined market cap of BNB and ETH is over $130 000 000 ️,1.75E+31,2024-01-29 23:42:26+00:00,xalexiebeahan,1.65E+31,en,Zemlakstad,0,0,0,0,https://x.com/xalexiebeahan/status/1752115013735899557,,0,xalexiebeahan,
Be part of our successful trader community! https://t.co/SbEdBNzQYD $BTC $ETH $BNB $SOL $APT $AVAX $NEAR $XRP https://t.co/xBWNT3uqw7,1.75E+30,2024-01-29 23:41:33+00:00,noochali,125289332.0,en,NaN,0,0,0,0,https://x.com/noochali/status/1752114791835959637,,0,noochali,
Price analysis 1/29: SPX DXY BTC ETH BNB SOL XRP ADA AVAX DOGE https://t.co/hXhOZ34MLC,1.75E+30,2024-01-29 23:38:06+00:00,BeePayX1,1.58E+31,en,NaN,0,0,0,0,https://x.com/BeePayX1/status/1752113921904054348,,0,BeePayX1,
Engage in our live trading FORUM for insights. https://t.co/CKZd8ZUtBJ $SOL $SEI $XRP $ARB $TRB $ORDI $PEOPLE $PERP $AVAX $BONK $ICP $TIA $ASTR $METIS $ONT $SAUCE $ETH $ADA $FIL $MASK $SATS $LDO $MKR $BGB $bnb https://t.co/HZ0UygZq40,1.75E+31,2024-01-29 23:37:14+00:00,Leroux94310,7.82E+30,en,France,0,0,0,0,https://x.com/Leroux94310/status/1752113706069107089,,0,Leroux94310,
Join now for winning signals! https://t.co/SbEdBNzQYD $TRB $METIS $SEI $BONK $AVAX $SOL $ADA $ICP $MATIC $BTC $ARB $ORDI $ETH $TIA $XRP $BNB $FIL $LINK $ASTR $CFX $HBAR $THETA $STX $SUI $WEMIX $NEAR $blur https://t.co/5rgmVmGLDq,1.75E+31,2024-01-29 23:34:38+00:00,noochali,125289332.0,en,NaN,0,0,0,0,https://x.com/noochali/status/1752113049614344644,,0,noochali,
 $WHEN (BNB Chain) Alert Next GEMS Incubated by Akatsuki team CriptoGemas Partner 1 5000 000 M Vol in 3 Hours TG: https://t.co/nHOU8Dx5cX 𝕏: @when_x1000 Launch at PancakeSwap: 14:00UTC Jan 29 2024 Buy: https://t.co/dqoP7woqR9 Next Big Marketing https://t.co/2qcQynyHXc,1.75E+31,2024-01-29 23:32:34+00:00,FestCrypto,1.36E+31,en,Indonesia,1,1,1,1,https://x.com/FestCrypto/status/1752112528266817722,when_x1000,1,FestCrypto,when_x1000
share i tbed $RSGP #OSRS #BNB https://t.co/sU9BeTALqb,1.75E+31,2024-01-29 23:29:56+00:00,FoolishHank,1.74E+31,en,NaN,0,0,1,2,https://x.com/FoolishHank/status/1752111865558393153,,0,FoolishHank,
81T pro miner at JsizzlTheCnote location back on the hash anticipating comfortable warmth in the dwelling right now boosting the $GEM burner contract inflows. $CZUsd $bnb #defi #web3,1.75E+31,2024-01-29 23:27:53+00:00,GreenEnrgyMiner,1.68E+31,en,"West Virginia, USA",0,2,0,3,https://x.com/GreenEnrgyMiner/status/1752111353358365172,,0,GreenEnrgyMiner,
Testing... testing... MRV Rocket - 001... By: Danny Demi DeFi... Started smoking... did a thang... digital oil on digital canvas or whatever... REMEMBER TO STAKE WITH @MoonRabbitxLA Axing for a frendo??? $BNB #BNB #BINANCE $LUNC #LUNC #TERRACLASSIC #LUNACLASSIC $LUNA #LUNA https://t.co/wFSfgpdFPQ,1.75E+31,2024-01-29 23:25:47+00:00,danny_demi_defi,1.48E+31,en,Texas ,0,6,27,89,https://x.com/danny_demi_defi/status/1752110821151264881,MoonRabbitxLA,1,danny_demi_defi,MoonRabbitxLA
I'm Going Deeper Deeper // BNB Chill Stream \\ Trevanddave is now live on https://t.co/ChmIjRN8Bw ! Go check it out!,1.75E+31,2024-01-29 23:20:31+00:00,BNGtrevanddave,8.35E+30,en,UK,0,0,0,0,https://x.com/BNGtrevanddave/status/1752109495826719171,,0,BNGtrevanddave,
I was cheering on Zane in chat and was told You all need to get a life. I am a full-time associate professor of philosophy who teaches medical ethics and I have been married for 20 years with two kids heading off to college and a wife who owns a BnB in Volcano. https://t.co/cKSuLko3MV,1.75E+31,2024-01-28 23:53:28+00:00,HD_Philosophy,1.59E+30,en,"Volcano, Hawaii",0,0,1,4,https://x.com/HD_Philosophy/status/1751755400041693328,,0,HD_Philosophy,
Lili learning her bnb combos #TEKKEN8 https://t.co/kl349X5rsx,1.75E+31,2024-01-28 23:53:06+00:00,danzendj,1.61E+31,en,He/They,0,1,3,10,https://x.com/danzendj/status/1751755308412596668,,0,danzendj,
THA KING IS BACK @DogelonMars @binance @TheNotoriousMMA #dogelonmars $ELON $BNB #BNB #BNBChain,1.75E+31,2024-01-28 23:47:38+00:00,DogelonMarsAley,1.39E+31,en,iran ,0,0,0,0,https://x.com/DogelonMarsAley/status/1751753933884670075,"DogelonMars,binance,TheNotoriousMMA",3,DogelonMarsAley,DogelonMars
$HODL token is now live on Birdeye! #HODL #HODLcoin #HODLtoken #HODLers #DeFi #BSC #BNB $BNB,1.75E+31,2024-01-28 23:40:14+00:00,HODLRewardPool,1.61E+30,en,HODLVERSE Inc,0,0,1,14,https://x.com/HODLRewardPool/status/1751752070158311501,,0,HODLRewardPool,
 @Micro3io is now building with @BNBCHAIN #BNB Greenfield This building seamlessly combines Micro3's cutting-edge privacy-preserving machine learning technology with BNB Greenfield's innovative blockchain and storage platform promising enhanced security control and,1.75E+31,2024-01-28 23:39:03+00:00,BSC_Highlights,1.69E+31,en,NaN,0,22,8,57,https://x.com/BSC_Highlights/status/1751751774443372776,"Micro3io,BNBCHAIN",2,BSC_Highlights,Micro3io
Theres a bnb house party across the street might pull up,1.75E+30,2024-01-28 23:30:25+00:00,_mikexchange,1.64E+31,en,"Miami, FL",0,0,0,2,https://x.com/_mikexchange/status/1751749600635969547,,0,_mikexchange,
SHORT #BNB/USDT ️Entry : 304 50 Target 1 - 298 24 Target 2 - 290 17 Target 3 - 275 2 Target 4 - 187 2 Target 5 - 85 64 ‼️Stop Loss : 313 58 ▶️ Leverage: CROSS 5X -10X◀️ ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️ #BTC #BNB #XRP #TRB #ETH #INJ,1.75E+31,2024-01-28 23:28:42+00:00,MAKripto,1.73E+31,en,NaN,0,2,2,14,https://x.com/MAKripto/status/1751749170023571942,,0,MAKripto,
Don t sleep on #stc @saitachaincoin #Xbridge #saitarealty #SaitaChainCoin #saitacard #saitapro #LayerZeroBlockchain #btc #eth #shiba #usdt #xrp #bnb #usdc #ada #sol #doge #trx #blockchain #matic #ltc #dot #avax #bch #ton #dai #busd #doge #tron #usdt #crypto,1.75E+31,2024-01-28 23:24:36+00:00,Peter95213023,1.28E+31,en,NaN,0,0,1,4,https://x.com/Peter95213023/status/1751748137880830343,saitachaincoin,1,Peter95213023,saitachaincoin
HONEY.. ITS TIME FOR YOUR WEEKLY BNB SPAM https://t.co/VvzGQNXrWZ,1.75E+31,2024-01-28 23:23:24+00:00,dreamofhaobin,1.66E+31,en,23 rps,0,0,0,11,https://x.com/dreamofhaobin/status/1751747834343199110,,0,dreamofhaobin,
You know what this means anons.. $AI gaining traction on all chains. Expect this on every chain as protocols fight for the listings... Incentivised LP on multiple chains. This is a $AI - $Bnb pool.. Next targets are $eth and $Sol.... @AnyInuCoin https://t.co/4jsmjd07ce,1.75E+31,2024-01-28 23:19:45+00:00,8BitSam_,1.05E+31,en,NaN,0,6,31,86,https://x.com/8BitSam_/status/1751746915908358156,AnyInuCoin,1,8BitSam_,AnyInuCoin
BNB easy short? https://t.co/xXTcOak1rQ,1.75E+31,2024-01-28 23:12:24+00:00,ploblaster,454566957.0,en,Miami,0,0,0,0,https://x.com/ploblaster/status/1751745065976746212,,0,ploblaster,
THIS IS THE WAY #VEGASINU #VIT #HIGHROLLERS $VIT @CoinMarketCap @coingecko #BNB #VOLT $VOLT #SHIBA $SHIB #VOLTED https://t.co/xKovayRpZx,1.75E+31,2024-01-27 23:40:28+00:00,HamiltonThomas9,1.44E+31,en,Krypton ,0,1,0,4,https://x.com/HamiltonThomas9/status/1751389742757826822,"CoinMarketCap,coingecko",2,HamiltonThomas9,CoinMarketCap
JOIN MY TEAM. DIAMOND LEAGUE. MINING NOTCOIN SIMPLE AND QUICKER #btc #bnb #solana #eth #AVAX #Binance https://t.co/onuIYrOf0L,1.75E+31,2024-01-27 23:33:07+00:00,BeastSahan,1.57E+31,en,kandy,0,0,0,0,https://x.com/BeastSahan/status/1751387891618738365,,0,BeastSahan,
Which Altcoins to Buy for January 27: BNB ADA SUI #BuyADA https://t.co/Q2QmyfDhI2,1.75E+31,2024-01-27 23:14:31+00:00,CardanoRacers,1.63E+31,en,"Pittsburgh, PA",0,0,0,0,https://x.com/CardanoRacers/status/1751383213572870146,,0,CardanoRacers,
97 bnb buy of stc. Nice,1.75E+31,2024-01-27 23:13:58+00:00,Fetterhoff69K,1.20E+31,en,NaN,0,1,0,0,https://x.com/Fetterhoff69K/status/1751383073646583945,,0,Fetterhoff69K,
Mathlieve:CryptoAnalysis|[Time]：07:02:15|In addition to the long_short ratio of re|#Cryptomaket #AI #BTC #ETH #BNB #DOGE #LTC #BSC #SOL #DOGE #BlockChain #Analysis #Trading #Data | https://t.co/aAVjOyg1Kt,1.75E+31,2024-01-27 23:02:13+00:00,data_trading_ai,1.49E+31,en,"London, England",0,1,0,0,https://x.com/data_trading_ai/status/1751380118163865606,,0,data_trading_ai,
$BNB $BCH $THETA $TRX $FB $ZEC $HBAR $HTZ $AAPL $AAL $F $GE $DAL $CCL Don't be late. latest update click and check.https://t.co/jBNHCR0XCP https://t.co/nUYlKpBQsI,1.75E+31,2024-01-27 22:51:40+00:00,Jhonwic65,1.40E+31,en,NaN,0,1,0,0,https://x.com/Jhonwic65/status/1751377462582182047,,0,Jhonwic65,
The @BANKSOCIALio has now OFFICIALLY moved their #BNB chain to #Hedera. You can now buy/trade the $BSL token on @SaucerSwapLabs. #BSL is probably going to be the HOTTEST HTS token on #Hedera for the next few days $HBAR #HBAR #BankSocial ,1.75E+31,2024-01-26 23:59:07+00:00,Cryptonic_Bull,1.58E+31,en,UK,0,11,26,115,https://x.com/Cryptonic_Bull/status/1751032049127846168,"BANKSOCIALio,SaucerSwapLabs",2,Cryptonic_Bull,BANKSOCIALio
New $HODL Buy: 01/26/2024 23:34:07 (UTC) Wallet: 0xca2b7... Spent: 0.50 #BNB ($150.88) Got: 65 500 470 290 #HODLtoken Bonus: 1 723 696 587 #HODL Price: $0.000000002177 New #HODL Balance: 20 019 317 544 078 #HODL @HODL_OFFICIAL,1.75E+30,2024-01-26 23:34:44+00:00,HODL_Buys,1.61E+31,en,HODLVERSE Inc,0,0,0,12,https://x.com/HODL_Buys/status/1751025911565021445,HODL_OFFICIAL,1,HODL_Buys,HODL_OFFICIAL
Yet another banger ass GM cooked up from YOUR BOI YUNG FRUGAL. Dark signs. By Sleep Token Algo klv BTC eth BNB more All family https://t.co/IXfC4p6KL0,1.75E+31,2024-01-26 23:23:38+00:00,mrsunsett,4075040260.0,en,"HIGH AF, zoomin on blockchain",0,3,1,17,https://x.com/mrsunsett/status/1751023120352252288,,0,mrsunsett,
